17	5	215.5049	11797	-15.55257	71.68327	71.68327	5874
0	7	496.6344	26443	-15.87126	71.96644	71.96644	13233
13	17	3.395165	147	-15.87126	72.24677	72.24677	68
9	13	3.965676	217	-15.87126	72.52431	72.52431	98
8	18	129.2608	6065	-15.87126	72.79906	72.79906	3042
21	1	27.12174	1556	-15.87126	72.79906	3.181652	799
23	14	17.52575	1055	-15.87126	73.07108	73.07108	527
1	3	310.8462	15790	-15.92077	73.07108	2.133851	7877
24	4	254.1293	12097	-15.92077	73.34036	73.34036	6030
23	8	25.58551	1527	-15.92077	73.60696	73.60696	775
8	8	526.4868	26812	-16.1553	73.87089	73.87089	13393
12	20	188.1777	9935	-16.1553	74.13218	74.13218	4966
24	22	2.159077	109	-16.1553	74.39085	74.39085	54
10	14	52.1412	2816	-16.1553	74.64694	74.64694	1395
2	16	142.5614	7547	-16.1553	74.90047	74.90047	3768
14	17	1.88043	100	-16.1553	75.15147	75.15147	46
14	20	156.8538	8511	-16.1553	75.39995	75.39995	4252
3	19	29.1216	1543	-16.1553	75.64595	75.64595	762
15	10	35.16973	1988	-16.1553	75.88949	75.88949	974
19	2	225.6022	11267	-16.18143	76.13059	76.13059	5619
3	14	22.46714	1155	-16.18143	76.36929	76.36929	563
5	23	229.8756	11882	-16.18143	76.60559	76.60559	5953
19	12	87.09091	4515	-16.18143	76.83954	76.83954	2235
23	4	288.267	13709	-16.23204	77.07114	77.07114	6845
22	1	212.8025	10557	-16.23246	77.30043	77.30043	5253
4	14	15.0043	828	-16.23246	77.52743	77.52743	419
13	9	47.17259	2449	-16.23246	77.75215	77.74215	1202
3	6	539.8627	26686	-16.47389	77.96473	77.96473	13340
4	9	495.0085	25598	-16.73564	78.18508	78.18508	12782
16	0	296.57	13718	-16.73564	78.40323	78.40323	6847
24	6	31.82217	1574	-16.73564	78.40323	3.112513	795
4	14	13.51884	684	-16.73564	78.61919	78.61919	331
9	14	4.152773	200	-16.73564	78.833	78.833	92
10	22	207.3031	10686	-16.73564	79.04467	79.04467	5359
22	19	86.90839	4436	-16.73564	79.25423	79.25423	2196
14	14	101.5554	4884	-16.73564	79.46169	79.46169	2435
11	3	605.6709	30334	-17.16455	79.66707	79.66707	15157
2	21	263.4307	12658	-17.16455	79.8704	79.8604	6336
15	16	44.79372	2599	-17.16455	80.06179	80.06179	1289
2	2	334.2669	17118	-17.2172	80.06179	4.081388	8547
3	21	245.0052	13379	-17.2172	80.26117	80.26117	6686
9	8	451.7145	23476	-17.43661	80.45856	80.45856	11736
17	16	58.45222	3371	-17.43661	80.65397	80.65397	1671
19	2	201.1569	10380	-17.46324	80.84743	80.84743	5160
5	18	96.33459	5577	-17.46324	81.03896	81.03896	2779
10	21	156.858	9111	-17.46324	81.22857	81.21857	4553
2	6	405.0114	21750	-17.64288	81.40638	81.40638	10869
3	9	469.4045	25326	-17.87354	81.59232	81.59232	12663
15	17	1.509903	76	-17.87354	81.77639	81.76639	33
3	10	420.8542	22838	-18.10039	81.94872	81.94872	11414
20	5	141.6814	7699	-18.10039	82.12923	82.12923	3833
6	20	182.8087	10663	-18.10039	82.30795	82.30795	5326
2	21	177.3319	10353	-18.10039	82.48486	82.47486	5181
11	19	146.9798	8627	-18.10039	82.65012	82.64011	4330
11	12	22.78889	1352	-18.10039	82.81371	82.81371	664
13	1	266.0502	13855	-18.12455	82.98557	82.98557	6902
4	4	492.94	27219	-18.51447	83.15572	83.15572	13596
13	12	35.27838	2104	-18.51447	83.32416	83.32416	1054
21	13	15.72537	947	-18.51447	83.49091	83.49091	468
22	14	16.9539	1010	-18.51447	83.65601	83.646	509
11	17	63.01325	3644	-18.51447	83.65601	5.851985	1799
0	8	375.2949	20448	-18.60168	83.80955	83.80955	10207
6	11	15.90855	985	-18.60168	83.80955	4.149835	477
21	12	115.9581	6677	-18.60168	83.97145	83.97145	3329
18	19	0.9639644	39	-18.60168	84.13174	84.12173	17
13	24	128.2188	7501	-18.60168	84.28052	84.28052	3747
2	4	463.8349	26234	-18.98893	84.43771	84.43771	13131
20	21	65.40896	3899	-18.98893	84.59334	84.59334	1935
5	0	278.1714	14994	-19.0387	84.74741	84.74741	7478
13	4	221.1777	11369	-19.05968	84.74741	5.108337	5661
1	20	174.9229	9867	-19.05968	84.89993	84.89993	4927
1	16	9.778477	565	-19.05968	85.05093	85.05093	277
8	7	475.2917	25287	-19.38098	85.20042	85.20042	12639
22	11	155.2019	7971	-19.38098	85.34842	85.34842	3973
6	5	492.5243	22831	-19.70074	85.49493	85.49493	11421
22	7	155.6596	7269	-19.70074	85.63998	85.63998	3593
21	7	167.5807	7358	-19.70074	85.78358	85.78358	3677
14	9	48.81176	2397	-19.70074	85.92575	85.92575	1179
0	18	200.4074	9825	-19.70074	86.06649	86.06649	4928
18	15	100.597	5107	-19.70074	86.20583	86.20583	2551
24	12	14.92072	798	-19.70074	86.34377	86.33376	399
4	2	332.1938	16063	-19.7892	86.47043	86.47043	7972
16	11	114.6187	5858	-19.7892	86.60572	86.60572	2920
19	3	163.361	8169	-19.7892	86.73966	86.73966	4064
10	18	96.48129	4643	-19.7892	86.87227	86.87227	2306
16	20	88.45029	4335	-19.7892	87.00355	87.00355	2166
15	9	32.90214	1371	-19.7892	87.13351	87.13351	672
2	3	326.6551	15682	-19.7892	87.26218	87.26218	7824
15	7	488.7663	22853	-19.97893	87.38956	87.38956	11412
16	6	237.2437	11497	-20.04562	87.51566	87.51566	5736
17	19	1.352342	60	-20.04562	87.6405	87.6405	23
21	14	13.15673	720	-20.04562	87.7641	87.7541	356
3	6	404.5644	19292	-20.1335	87.87656	87.87656	9610
23	8	26.98065	1512	-20.1335	87.99779	87.99779	772
14	13	31.74906	1697	-20.1335	88.11781	88.11781	847
6	6	536.0106	26322	-20.48567	88.11781	5.040574	13165
1	11	401.8924	20321	-20.59218	88.23663	88.23663	10156
3	20	184.5491	10375	-20.59218	88.35426	88.35426	5197
0	0	340.816	17463	-20.69409	88.47072	88.47072	8692
23	10	19.81372	1187	-20.69409	88.58601	88.57601	591
22	16	125.3098	4158	-18.53515	88.69025	88.69025	2053
12	3	127.1195	8850	-20.31078	88.80335	88.80335	4408
12	6	338.9223	23445	-20.94344	88.91532	88.91532	11710
0	9	297.8271	19249	-21.06413	89.02617	89.01617	9623
0	6	261.1237	16481	-21.17238	89.12601	89.12601	8234
6	22	146.8891	9927	-21.17238	89.23475	89.23475	4964
9	5	364.7511	23474	-21.50389	89.3424	89.3424	11735
17	18	38.501	2587	-21.50389	89.44897	89.44897	1283
4	4	371.9941	23280	-21.86013	89.55448	89.55448	11637
5	13	6.907943	477	-21.86013	89.65894	89.65894	230
14	18	69.45625	4601	-21.86013	89.76234	89.76234	2288
6	18	75.73391	5072	-21.86013	89.86472	89.85472	2525
14	22	122.8512	8127	-21.86013	89.95618	89.95618	4054
8	4	342.6446	21889	-22.13858	90.05662	90.05662	10932
18	15	53.56169	3636	-22.13858	90.15605	90.15605	1818
15	2	165.1225	9841	-22.13858	90.25449	90.25449	4895
15	18	69.36784	5151	-22.13858	90.35195	90.35195	2567
1	10	350.598	19299	-22.27951	90.35195	6.057253	9637
17	1	135.2492	7807	-22.27951	90.44843	90.44843	3892
15	2	205.717	10959	-22.27951	90.54395	90.54395	5451
8	5	380.8084	20324	-22.48409	90.6385	90.6385	10152
6	15	3.58463	240	-22.48409	90.73212	90.73212	110
19	15	52.26203	3011	-22.48409	90.8248	90.8248	1500
11	13	32.36766	1948	-22.48409	90.91655	90.91655	957
23	12	17.1785	1061	-22.48409	90.91655	5.990168	537
18	6	197.9503	9627	-22.48409	91.00739	91.00739	4760
12	19	135.078	8896	-22.48409	91.09731	91.08731	4458
17	4	98.45268	7140	-22.48409	91.17644	91.16644	3558
5	20	43.08342	3190	-22.48409	91.25477	91.24477	1584
19	24	89.19217	6598	-22.48409	91.25477	6.996681	3298
2	17	63.56549	4656	-22.48409	91.33232	91.32232	2322
7	7	291.0789	20730	-22.76051	91.4091	91.4091	10357
4	7	234.1211	15792	-22.81454	91.495	91.495	7864
3	1	239.4748	16084	-22.91685	91.58006	91.58006	8031
14	5	304.1042	20567	-23.26572	91.66425	91.66425	10287
16	17	1.058331	59	-23.26572	91.74761	91.74761	23
7	18	73.20167	4665	-23.26572	91.83014	91.83014	2333
9	22	144.9634	10110	-23.26572	91.91183	91.91183	5040
8	10	277.9018	18151	-23.32517	91.99271	91.99271	9050
11	21	110.9546	7942	-23.32517	92.07278	92.07278	3971
17	1	135.1893	8147	-23.32517	92.15205	92.14205	4052
24	4	106.3556	7387	-23.32517	92.22063	92.21063	3696
15	11	19.6688	1518	-23.32517	92.28853	92.28853	737
8	7	303.2769	20851	-23.57504	92.28853	7.926714	10419
6	17	67.6088	4904	-23.57504	92.36565	92.36565	2442
10	0	146.6615	9811	-23.57504	92.44199	92.44199	4860
3	22	148.0042	10855	-23.57504	92.51756	92.51756	5447
0	9	238.1703	16493	-23.68555	92.51756	8.847446	8235
2	17	29.14568	2226	-23.68555	92.59238	92.59238	1120
23	18	4.159419	317	-23.68555	92.59238	6.793465	161
1	7	228.2334	15567	-23.744	92.66646	92.66646	7760
7	4	319.9494	22323	-24.1381	92.73979	92.72979	11185
4	13	43.51384	3073	-24.1381	92.80249	92.80249	1517
1	4	255.0472	17505	-24.37121	92.87447	92.87447	8735
5	8	227.455	14903	-24.4419	92.94572	92.94572	7437
8	4	279.133	18931	-24.71105	93.01627	93.01627	9448
20	14	42.68781	3064	-24.71105	93.08611	93.0761	1527
2	3	162.5312	10595	-24.74961	93.14534	93.14534	5279
9	1	116.4689	8041	-24.74961	93.21389	93.21389	3984
11	17	35.30135	2542	-24.74961	93.28175	93.27175	1261
0	7	237.9175	15783	-24.8621	93.33904	93.33904	7879
3	24	122.925	9016	-24.8621	93.40565	93.40565	4510
17	17	29.61203	2236	-24.8621	93.47159	7.77089	1087
4	15	3.426768	267	-24.8621	93.47159	93.46159	125
7	0	127.4824	8746	-24.8621	93.52697	93.51697	4352
23	21	3.337351	238	-24.8621	93.58179	93.58179	111
17	15	29.81468	2169	-24.8621	93.64597	93.64597	1066
14	20	73.80467	5195	-24.8621	93.70951	93.70951	2590
6	18	59.86007	4309	-24.8621	93.77242	93.77242	2152
2	5	263.716	18198	-25.05187	93.83469	93.83469	9090
14	11	16.16173	1168	-25.05187	93.89635	93.88634	572
24	2	82.18909	5906	-25.05187	93.94748	93.94748	2929
1	6	219.4342	14709	-25.14156	94.008	94.008	7321
13	17	1.254742	76	-25.14156	94.06792	94.06792	33
24	13	9.525726	693	-25.14156	94.12724	94.12724	347
23	5	82.52603	5846	-25.14156	94.18597	9.758972	2929
11	2	277.0128	19391	-25.44921	94.18597	94.17597	9699
15	0	130.1815	8772	-25.44921	94.23421	94.23421	4370
6	16	2.877337	192	-25.44921	94.29187	94.28187	89
0	14	18.19882	1393	-25.44921	94.33905	94.33905	670
9	9	234.3898	15865	-25.55902	94.39566	94.39566	7910
4	20	7.48674	539	-25.55902	94.45171	94.45171	262
14	2	117.9969	8088	-25.55902	94.50719	94.50719	4013
13	0	137.2785	9258	-25.55902	94.56212	94.56212	4604
16	12	44.18502	3274	-25.55902	94.6165	94.6165	1619
11	5	273.1308	19298	-25.86802	94.67033	94.67033	9647
1	17	5.61395	385	-25.86802	94.72363	94.71363	190
16	6	96.28296	6776	-25.86802	94.76649	94.76649	3361
11	14	24.82342	1823	-25.86802	94.81883	94.81883	893
21	11	63.95715	4661	-25.86802	94.87064	94.87064	2316
20	4	72.38132	5114	-25.86802	94.92194	94.92194	2533
3	10	213.6927	14543	-25.92949	94.97272	94.97272	7241
16	7	284.9965	19227	-26.0755	95.02299	95.02299	9601
10	23	142.9787	10367	-26.0755	95.07275	95.07275	5185
8	12	1.685608	107	-26.0755	95.12202	95.12202	46
5	12	44.46403	3109	-26.0755	95.17081	95.17081	1543
17	5	81.35926	5683	-26.0755	95.2191	95.2091	2818
19	24	102.4804	7324	-26.0755	95.2191	8.693181	3652
4	0	157.963	10580	-26.0755	95.25701	95.25701	5265
0	15	12.57141	920	-26.0755	95.30444	95.30444	446
21	1	17.40292	1316	-26.0755	95.3514	95.3514	673
22	8	65.23539	4758	-26.0755	95.39789	95.39789	2367
11	10	240.6768	16681	-26.19643	95.44391	95.44391	8307
11	21	131.7377	9508	-26.19643	95.44391	10.66138	4757
11	0	110.2468	7684	-26.19643	95.44391	10.45323	3822
1	22	136.8272	9871	-26.19643	95.48947	95.48947	4939
7	15	55.61187	3992	-26.19643	95.53458	95.53458	1979
23	7	79.35686	5346	-26.19643	95.57923	95.57923	2655
0	6	171.9106	11479	-26.20784	95.62344	95.61343	5726
4	18	62.03921	4414	-26.20784	95.6573	95.6573	2205
11	3	324.8401	22818	-26.63418	95.70073	95.70073	11421
9	4	273.5979	19448	-26.90812	95.74372	95.74372	9692
8	9	199.5447	13907	-26.98346	95.78629	95.78629	6945
20	6	53.6685	3876	-26.98346	95.82842	95.82842	1919
4	17	47.43946	3565	-26.98346	95.87014	95.87014	1763
0	10	225.5383	15431	-27.03745	95.91144	95.91144	7704
8	14	2.38537	152	-27.03745	95.95232	95.95232	65
21	12	56.02722	4018	-27.03745	95.9928	95.9828	2012
3	22	154.5793	11457	-27.03745	96.02296	96.01296	5721
10	12	8.030406	613	-27.03745	96.05283	96.05283	294
12	20	99.70071	7485	-27.03745	96.09231	96.09231	3748
9	21	112.8191	8477	-27.03745	96.13139	96.13139	4232
21	21	36.66098	2811	-27.03745	96.17007	96.17007	1408
8	11	9.495178	720	-27.03745	96.20837	96.20837	350
0	3	173.9727	11805	-27.08337	96.20837	9.411317	5861
24	17	2.910735	197	-27.08337	96.24629	96.24629	99
22	15	7.36386	581	-27.08337	96.28383	96.27383	289
5	5	267.2354	18575	-27.32166	96.31109	96.31109	9272
7	12	1.792811	107	-27.32166	96.34798	96.34798	43
16	17	0.9690852	56	-27.32166	96.3845	96.3845	20
13	20	106.5231	7981	-27.32166	96.42065	96.42065	3999
17	9	40.52393	2994	-27.32166	96.45645	96.45645	1477
7	8	270.8239	19161	-27.54458	96.49189	96.48189	9569
5	20	21.21057	1555	-27.54458	96.51707	96.51707	763
9	7	243.3006	17121	-27.75708	96.5519	96.5519	8544
16	11	43.16252	3257	-27.75708	96.58637	96.58637	1603
19	14	47.6423	3628	-27.75708	96.62051	96.62051	1804
22	1	90.01118	6567	-27.75708	96.6543	96.6543	3265
21	20	32.06142	2477	-27.75708	96.68776	96.67776	1225
4	19	7.11057	557	-27.75708	96.71098	96.70098	271
18	9	46.10854	3385	-27.75708	96.73397	96.73397	1669
3	15	3.469795	236	-27.75708	96.76663	96.76663	109
1	16	12.00326	868	-27.75708	96.79897	96.79897	412
19	10	50.50656	3639	-27.75708	96.83098	96.83098	1811
16	4	79.15049	5775	-27.75708	96.86267	96.86267	2862
21	2	20.04938	1560	-27.75708	96.89404	96.89404	794
1	1	146.148	9965	-27.77046	96.9251	96.9251	4966
16	21	71.67822	5174	-27.77046	96.95585	96.95585	2564
8	8	195.7455	13647	-27.84724	96.98629	96.97629	6802
5	13	6.974716	448	-27.84724	97.00652	97.00652	211
16	20	64.31808	4525	-27.84724	97.03646	97.03646	2262
16	7	239.9553	17034	-28.01106	97.06609	97.06609	8498
2	20	139.7905	10587	-28.01106	97.09544	97.09544	5288
22	5	14.19763	1098	-28.01106	97.12448	97.11448	552
7	5	234.6625	16717	-28.24021	97.14333	97.14333	8336
13	0	111.3801	8086	-28.24021	97.1719	97.1619	4030
19	4	69.15012	4936	-28.24021	97.19028	97.19028	2442
12	14	19.96594	1490	-28.24021	97.21838	97.21838	731
22	4	82.7281	5969	-28.24021	97.24619	97.24619	2960
4	3	129.8505	9348	-28.24021	97.27373	97.27373	4648
16	22	70.24828	5230	-28.24021	97.30099	97.30099	2601
7	12	1.48957	88	-28.24021	97.32798	97.32798	32
8	20	32.22484	2350	-28.24021	97.3547	97.3447	1167
1	4	260.0429	18756	-28.55105	97.37125	97.37125	9390
20	20	36.85396	2816	-28.55105	97.39754	97.39754	1393
20	0	61.76058	4473	-28.55105	97.42356	97.41356	2212
23	9	10.73438	837	-28.55105	97.43942	97.43942	424
6	14	2.871027	186	-28.55105	97.43942	11.55477	81
4	23	120.7559	9183	-28.55105	97.46503	97.46503	4591
10	15	22.37317	1687	-28.55105	97.49038	97.49038	821
22	8	66.58138	4816	-28.55105	97.51547	97.51547	2403
17	21	54.80204	4053	-28.55105	97.51547	11.3487	2020
2	20	130.9258	9959	-28.55105	97.54032	97.54032	4982
1	21	114.098	8631	-28.55105	97.56492	97.56492	4312
16	14	20.37529	1518	-28.55105	97.58927	97.58927	735
18	9	47.90669	3490	-28.55105	97.61338	12.23521	1728
16	16	22.86391	1748	-28.55105	97.61338	97.59338	865
4	19	6.106882	464	-28.55105	97.61744	97.61744	216
24	11	8.275727	631	-28.55105	97.64127	97.64127	311
12	1	116.7771	8439	-28.55105	97.66486	97.66486	4181
14	0	105.4976	7524	-28.55105	97.68821	97.68821	3745
6	7	242.7321	17603	-28.73693	97.71133	97.71133	8781
14	2	106.9127	7665	-28.73693	97.73421	97.73421	3812
6	18	47.51336	3488	-28.73693	97.75687	97.75687	1735
16	24	65.03849	4838	-28.73693	97.7793	97.7793	2397
6	22	112.7967	8454	-28.73693	97.80151	97.80151	4219
10	13	18.4061	1500	-28.73693	97.8235	97.8235	736
0	11	208.7525	14866	-28.81199	97.84527	97.84527	7434
3	10	181.378	12780	-28.84166	97.86681	97.86681	6350
20	19	32.20642	2408	-28.84166	97.88815	97.88815	1190
11	23	87.96602	6668	-28.84166	97.90926	97.89926	3327
20	2	69.15511	5130	-28.84166	97.92027	97.92027	2551
2	12	7.151024	558	-28.84166	97.94106	97.94106	259
1	1	166.9318	11714	-28.88975	97.96165	97.96165	5831
18	0	77.9963	5767	-28.88975	97.98204	97.98204	2864
2	8	206.625	14652	-28.98558	98.00222	98.00222	7309
15	22	66.31439	4919	-28.98558	98.0222	98.0222	2433
18	2	68.89923	5073	-28.98558	98.04198	98.04198	2504
23	22	0.3935145	7	-28.98558	98.06155	98.06155	1
5	24	116.5892	8923	-28.98558	98.08094	98.08094	4467
10	20	88.50182	6720	-28.98558	98.10013	98.09013	3357
4	22	91.38075	7133	-28.98558	98.10922	98.09922	3558
24	10	5.514129	441	-28.98558	98.11823	98.10822	218
21	13	10.29866	822	-28.98558	98.12714	98.12714	411
24	17	2.187858	180	-28.98558	98.14587	98.13587	92
20	17	26.55221	1981	-28.98558	98.15451	98.14451	969
22	10	63.41851	4681	-28.98558	98.16306	98.16306	2338
20	18	31.54356	2437	-28.98558	98.18143	98.18143	1190
19	10	48.75991	3691	-28.98558	98.19962	98.18962	1827
8	12	2.196354	154	-28.98558	98.20773	98.20773	63
16	12	37.00021	2765	-28.98558	98.22565	98.21564	1374
14	21	80.17805	6056	-28.98558	98.23349	98.23349	3028
7	2	269.3102	19633	-29.37613	98.25115	98.24115	9837
23	2	69.03676	5195	-29.37613	98.25874	98.25874	2571
11	13	17.51211	1397	-29.37613	98.27615	98.27615	680
3	4	294.299	21596	-29.638	98.29338	98.29338	10780
22	8	47.5112	3628	-29.638	98.31045	98.31045	1791
20	22	0.4598973	10	-29.638	98.32735	98.32735	1
8	11	7.989944	618	-29.638	98.34407	98.34407	292
10	22	74.46861	5727	-29.638	98.36063	98.35062	2844
16	23	48.7147	3643	-29.638	98.36712	98.36712	1811
5	5	238.8019	17401	-29.876	98.38345	98.38345	8684
